id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
273373,"Malvabeach family house, WiFi, pool, front beach",1387923,Pilar,POBLATS MARITIMS,LA MALVA-ROSA,39.48183,-0.32578,Entire home/apt,400,3,97,2022-08-30,0.78,8,228,26,AT-33952-V
276455,"Great Room in an apartment,Valencia",1444357,Alberto,ALGIROS,LA CARRASCA,39.47317,-0.33932,Private room,38,2,0,,,1,349,0,
288057,Fast.E-360Mbs/Tram 245m/Carmen 390m/On-St parking,1497590,David,LA SAIDIA,MORVEDRE,39.48367,-0.37377,Entire home/apt,75,4,103,2022-09-03,1.01,3,316,23,VT-36795-V
308525,Loft Torres Quart-Valencia Center,1504505,Ignacio,EXTRAMURS,EL BOTANIC,39.47328,-0.38588,Entire home/apt,83,14,186,2022-08-31,1.58,1,0,9,VT-36615-V
313137,Apartamento centro de Valencia.,1610077,Alberto,L'EIXAMPLE,RUSSAFA,39.46359,-0.37359,Entire home/apt,46,28,51,2022-09-02,0.47,1,287,10,VT-42188-V
323609,"Beach Villa,  patio and bbq. Cabanyal",1332880,Jaime,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.466515,-0.325345,Entire home/apt,163,3,15,2022-08-13,0.12,1,7,7,
339937,Valencia Luxury Villa. Private pool & Cinema Room,1721071,David,POBLATS DE L'OEST,BENIMAMET,39.5056,-0.40671,Entire home/apt,361,3,68,2022-09-12,1.13,1,254,18,VT-38322-V
345690,suite en villa con baño y piscina.,535881,Vicente,POBLATS MARITIMS,LA MALVA-ROSA,39.48206,-0.32463,Private room,275,2,2,2017-10-07,0.02,6,365,0,
345709,Very Cosy Big Flat in The Carmen !!,1409031,Audrey,CIUTAT VELLA,EL CARME,39.47745,-0.3799,Entire home/apt,80,4,23,2022-07-27,0.18,2,307,6,
346695,Apartment in the historic center  WiFi,1757298,Juan,CIUTAT VELLA,EL CARME,39.47917,-0.377,Entire home/apt,100,2,478,2022-09-09,3.74,1,114,35,VT-36506-V
349904,85sqm Duplex Zen Carmen Down Town !,1409031,Audrey,CIUTAT VELLA,EL CARME,39.47885,-0.37935,Entire home/apt,86,3,169,2022-07-25,1.32,2,265,11,
354737,Beautiful appartment with sea views,1757287,Mercedes,POBLATS DEL NORD,RAFALELL-VISTABELLA,39.57207,-0.27814,Entire home/apt,73,2,81,2022-09-13,0.65,1,349,14,
361016,PANORAMIC,1145189,Maria Mercedes,EXTRAMURS,ARRANCAPINS,39.46051,-0.38512,Entire home/apt,184,4,200,2022-07-23,1.58,3,92,14,VT-37130-V
364517,City of Arts with private bath,1841798,Marta,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.4546,-0.36013,Private room,50,2,16,2019-10-29,0.15,1,226,0,
364519,Valencia Beach apartment Spain,1841760,Begoña,POBLATS DEL NORD,RAFALELL-VISTABELLA,39.56633,-0.28676,Entire home/apt,130,4,0,,,1,365,0,
377455,DOWNTOWN BEAUTIFUL LOFT,1896920,Vanesa,L'EIXAMPLE,RUSSAFA,39.46227,-0.37241,Entire home/apt,46,3,6,2015-08-16,0.05,1,76,0,
379871,Lovely flat in Valencia's heart VT-33098-V,713025,Alejandro,CIUTAT VELLA,SANT FRANCESC,39.47146,-0.37729,Entire home/apt,205,40,52,2022-05-05,0.43,2,236,3,VT-33098-V
421405,"Unbeatable location, your own bath",2095681,Silvia,CIUTAT VELLA,EL MERCAT,39.47381,-0.37669,Private room,40,2,271,2022-08-28,2.15,2,33,35,
447232,LOCATION•NEW•QUIET•CHIC•METRO•IDEAL,2220857,Losunpa,CIUTAT VELLA,EL MERCAT,39.47165,-0.37834,Entire home/apt,106,2,262,2022-08-20,2.10,4,12,11,
455833,apartment forehead station of ave.,2265891,Maite,EXTRAMURS,ARRANCAPINS,39.46018,-0.38432,Entire home/apt,60,2,262,2020-08-18,2.13,1,0,0,
467151,Deluxe Apartment Studio Wifi + pool,2319737,Javier,BENICALAP,BENICALAP,39.49225,-0.40044,Entire home/apt,93,3,55,2022-08-29,0.45,1,163,8,
472858,Habitación individual bonita y luminosa. Valencia,2345188,Joana,ALGIROS,LA CARRASCA,39.47574,-0.34483,Private room,21,5,24,2022-07-31,0.28,3,309,6,
476415,Sun Apartment Valencia  @  With Balcony & Parking,2361433,Raúl,CAMINS AL GRAU,PENYA-ROJA,39.46066,-0.35361,Entire home/apt,129,2,18,2022-09-03,0.27,2,116,5,VT-40428-V
478752,Art Apartment Ready to Live/pool/Luxury Residential,2370939,María,CAMPANAR,SANT PAU,39.49038,-0.40433,Entire home/apt,208,3,217,2022-08-17,1.73,1,334,19,VT-39935-V
491152,Gorgeus apartment in Valencia,2345188,Joana,ALGIROS,LA CARRASCA,39.47572,-0.34406,Private room,20,1,30,2020-03-14,0.25,3,168,0,
493409,Valencia - Duplex de 5 habitaciones,2437757,Carmen,CAMINS AL GRAU,AIORA,39.46292,-0.33927,Entire home/apt,239,2,22,2022-08-31,0.29,1,76,4,
503545,Big room with comfortable double bed,2483556,Aline,PATRAIX,PATRAIX,39.46039,-0.39117,Private room,40,2,117,2022-09-11,0.95,3,41,14,
508758,Centrico  y cuidado  en Valencia,2507964,Rosa,EXTRAMURS,ARRANCAPINS,39.47032,-0.38787,Private room,47,2,11,2022-08-14,0.20,1,82,8,
509829,room Valencia center/port,2411133,Ferran,CAMINS AL GRAU,CAMI FONDO,39.46548,-0.35487,Private room,215,3,0,,,3,363,0,
522347,LAST ANTI- CRISIS PRICE ROOM BALCON,2751768,Maryel,CIUTAT VELLA,LA SEU,39.47515,-0.37672,Private room,29,2,384,2020-03-02,3.13,3,43,0,
524523,"Best Location: Mestalla, Single Bed, Free Coffee",140702,Miguel,EL PLA DEL REAL,EXPOSICIO,39.47639,-0.36467,Private room,36,1,305,2022-09-06,2.48,3,310,64,
528679,"IDEAL PARA VIVIR, ESTUDIAR O DISFRUTAR EN VALENCIA",1326001,Mariano,EL PLA DEL REAL,MESTALLA,39.47514,-0.35392,Entire home/apt,110,9,10,2022-08-30,0.10,1,332,1,
528934,Apartamento preciosas vistas-Balcón de la Huerta,2598584,J. David,POBLATS DEL NORD,BORBOTO,39.51505,-0.40995,Entire home/apt,92,3,33,2022-07-18,0.27,1,249,11,
530706,Céntrico y acogedor apartamento new WIFI,2605658,Carolina,CIUTAT VELLA,EL PILAR,39.47367,-0.38179,Entire home/apt,80,1,80,2022-08-31,0.64,2,287,9,
538964,CASA  EN LA PLAYA DE VALENCIA,2647255,Jose Luis,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.473778,-0.328224,Entire home/apt,125,7,9,2022-08-29,0.24,2,76,5,
556620,Cozy room in the center,2736688,Begoña,LA SAIDIA,TRINITAT,39.48489,-0.3686,Private room,29,3,121,2022-09-09,1.20,2,237,24,
559966,El Carmen-Mercado-Lonja-Wifi house,1580666,Jaime Y Elena,CIUTAT VELLA,EL MERCAT,39.47383,-0.38028,Entire home/apt,65,4,48,2017-03-04,0.39,1,60,0,
579273,Mercat Central Apartment wifi+bikes,2849128,Ferran,CIUTAT VELLA,EL PILAR,39.47227,-0.38272,Entire home/apt,61,2,279,2022-09-12,2.54,1,270,45,VT-46067-V
595233,Valencia desing new loft lake view.,2940808,Juan,CAMPANAR,SANT PAU,39.47451,-0.4087,Entire home/apt,84,2,325,2022-09-01,2.81,1,223,41,VT-44610-V
620433,Heart of old Town - Corona Moderna,1240766,Jessica Mary,CIUTAT VELLA,EL CARME,39.47812,-0.38213,Entire home/apt,69,2,63,2022-09-15,0.52,2,47,7,Numero de inscripcion en registro turismo VT-37797-V
633762,Apto Loft Torres de Serranos,3155089,Francisco,CIUTAT VELLA,LA SEU,39.4787,-0.37599,Entire home/apt,182,2,196,2022-08-30,1.75,9,300,37,V-33840-V
643644,Charming flat in Ruzafa,3218281,Salvo,L'EIXAMPLE,RUSSAFA,39.46052,-0.37771,Entire home/apt,91,2,58,2022-08-20,0.50,1,0,4,VT-38102-V
658383,BIG Attic. BEACHES+POOL+Valencia+Paddle+Tennis,3321668,Ricardo,POBLATS DEL NORD,RAFALELL-VISTABELLA,39.56209,-0.28962,Entire home/apt,244,3,46,2022-08-28,0.41,1,253,12,VT-44949-V
663047,Wonderful Penthouse. Parking. MONTHLY RENTALS,3095064,Veronica,CAMINS AL GRAU,PENYA-ROJA,39.46358,-0.35514,Entire home/apt,99,30,19,2022-07-04,0.24,1,232,5,
672551,Centro Ciudad 5 Habitaciones 250m2.,3410950,Raquel,CIUTAT VELLA,EL PILAR,39.47409,-0.38381,Entire home/apt,244,2,222,2022-09-09,1.87,1,251,39,VT-37977-V
681002,Ciudad de las Ciencias! Habitacion,3467642,Iriana,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45875,-0.35764,Entire home/apt,28,2,294,2022-09-09,2.55,1,78,73,
681925,"Very Central, Stunning Views, Sunny Terrace, Wifi!",3462415,Manuel,CIUTAT VELLA,EL MERCAT,39.47321,-0.38044,Entire home/apt,104,2,727,2022-09-02,5.99,1,249,66,VT-38165-V
685153,"OFFER! Centrical, Clean and Terrace Ruzafa 6pax",1363520,Mª Angeles,QUATRE CARRERES,MALILLA,39.45528,-0.37583,Entire home/apt,126,4,31,2022-06-05,0.27,1,0,8,VT 374519 V
688130,Beautiful 4 bedroom appartment WIFI,3512981,Mari Carmen,EL PLA DEL REAL,MESTALLA,39.47291,-0.35376,Entire home/apt,261,4,71,2022-08-08,0.59,1,296,5,
689818,4 !Fantástico chalet de vacaciones en urb de lujo¡,3523962,Carmen,POBLATS DEL NORD,MASSARROJOS,39.53087,-0.42874,Entire home/apt,250,7,3,2022-08-13,0.06,11,0,2,
698472,Your nest in Valencia with wifi,3580428,Begoña Y Quique,POBLATS MARITIMS,EL GRAU,39.45993,-0.33699,Entire home/apt,54,4,212,2021-08-28,1.83,1,0,0,VT-36.875-V
714886,Golf course and beach flat+wifi,3701192,Adriana,POBLATS DEL SUD,EL PERELLONET,39.30483,-0.29189,Entire home/apt,89,2,124,2022-09-04,1.07,1,165,16,VT-33997-V
716081,Ático muy luminoso en Ruzafa,3690047,Macarena,L'EIXAMPLE,RUSSAFA,39.46005,-0.37687,Entire home/apt,94,31,19,2022-08-28,0.22,6,232,5,
720307,Bonito apartamento en pleno centro,3717753,Paul,EXTRAMURS,EL BOTANIC,39.47573,-0.38542,Entire home/apt,43,2,226,2022-09-01,2.01,1,134,45,
724380,"penthouse in the 16th S building ,",3744401,Jose,CIUTAT VELLA,EL MERCAT,39.47436,-0.3809,Entire home/apt,119,3,111,2022-08-18,1.24,2,158,19,
739558,Calm Apartment in Valencia  VT-38435-V,3789085,Manuel Vicente,QUATRE CARRERES,MONT-OLIVET,39.45828,-0.36719,Entire home/apt,87,3,49,2022-08-29,0.50,1,268,16,VT-38435-V
747069,Alquilo habitación con dos camas,3920707,Ana,L'EIXAMPLE,RUSSAFA,39.46036,-0.37257,Private room,25,1,212,2022-09-12,1.77,2,293,57,
747076,habitación céntrica de matrimonio,3920707,Ana,L'EIXAMPLE,RUSSAFA,39.46118,-0.37218,Private room,25,1,382,2022-09-14,3.30,2,312,99,
749353,Aptamento,3938126,Luis,POBLATS DEL SUD,EL SALER,39.36333,-0.32081,Entire home/apt,60,1125,0,,,1,365,0,
760857,Cozy rooftop flat with garden terrace.,372326,Sandro And BB,CIUTAT VELLA,EL MERCAT,39.47305,-0.38039,Entire home/apt,83,28,132,2022-09-11,1.34,3,109,12,
772380,Charming loft in Plaza Redonda -1,4075514,Alicia,CIUTAT VELLA,EL MERCAT,39.47391,-0.37675,Entire home/apt,83,2,228,2022-09-09,1.96,6,162,40,VT-34649-V
776819,Our Sunny Penthouse. Stay!!!,4096931,Jose,CIUTAT VELLA,EL CARME,39.47668,-0.37992,Entire home/apt,88,3,338,2022-09-02,2.89,6,294,31,
782199,Single and nice room next to La Marina!,3204897,Jennifer,POBLATS MARITIMS,EL GRAU,39.4608,-0.33432,Private room,22,7,23,2022-08-26,0.25,7,119,18,
782942,Charming loft in Plaza Redonda -2,4075514,Alicia,CIUTAT VELLA,EL MERCAT,39.47384,-0.37677,Entire home/apt,88,2,217,2022-09-10,1.90,6,202,30,VT-34650-V
793674,A WINDOW TO INFINITY,4081508,Mak,POBLATS MARITIMS,LA MALVA-ROSA,39.47661,-0.32603,Private room,29,30,153,2022-08-21,1.32,2,293,24,
808573,Ohmyloft Valencia,4254196,Jaime,POBLATS DE L'OEST,BENIFERRI,39.50205,-0.40703,Entire home/apt,134,1,177,2022-08-13,1.50,1,358,40,
814174,Apartamento entero en estación AVE Valencia,4278441,Rafa,EXTRAMURS,ARRANCAPINS,39.46179,-0.38395,Entire home/apt,31,3,84,2018-09-09,1.06,1,0,0,
832274,Live in the Heart of downtown+WIFI,4356813,Laura Y Lucia,CIUTAT VELLA,SANT FRANCESC,39.47039,-0.37314,Entire home/apt,74,3,279,2022-09-06,2.35,2,232,30,VT-38489-V
852911,Private room with own bathroom,3813918,Guillermo,L'EIXAMPLE,RUSSAFA,39.45832,-0.37453,Private room,25,16,20,2015-07-08,0.19,1,127,0,
853840,Sun Studio City Center @ Top Location-Nice Balcony,2361433,Raúl,CIUTAT VELLA,EL MERCAT,39.47234,-0.3775,Entire home/apt,81,2,91,2022-08-13,0.99,2,101,13,VT-38806-V
870353,25' walking to downtown - comfy & sunny flat -WiFi,4586701,Fátima,PATRAIX,FAVARA,39.45543,-0.39485,Entire home/apt,71,2,34,2022-09-06,0.29,1,12,8,VT-34118-V E
873348,Center City 6/8pers 3 bedrooms + small terrace. A,508042,Carmen,CIUTAT VELLA,EL PILAR,39.47574,-0.38224,Entire home/apt,155,2,87,2022-08-01,0.76,5,184,2,31814
880307,Completely renovated sunny apartmen,4655487,Oscar,JESUS,LA RAIOSA,39.45987,-0.38732,Entire home/apt,45,28,103,2022-08-24,0.89,1,22,7,
896304,Penthouse on the beach//wifi,2570450,Morten,POBLATS DEL SUD,EL PERELLONET,39.29884,-0.28764,Entire home/apt,75,2,195,2022-09-11,1.70,1,282,35,
904675,Cozy and sunny flat. for 1-2 People,4839579,Alejandro,CAMINS AL GRAU,ALBORS,39.46926,-0.35437,Entire home/apt,77,35,57,2022-08-13,0.50,1,208,2,VT-37169-V
906357,Chic Rooftop Terrace - WiFI,1240766,Jessica Mary,L'EIXAMPLE,RUSSAFA,39.46262,-0.37099,Entire home/apt,75,90,132,2020-03-19,1.13,2,318,0,VT-37797-V
909800,I rent luxury flat Valencia(Spain),4877564,Andrea,POBLATS MARITIMS,EL GRAU,39.46157,-0.33124,Entire home/apt,40,360,0,,,1,14,0,
927457,New heart of the center Loft+WIFI,4356813,Laura Y Lucia,CIUTAT VELLA,SANT FRANCESC,39.46949,-0.37353,Entire home/apt,72,3,348,2022-08-29,2.99,2,180,34,VT-38490-V
929005,sunny single bedroom city centre,5001171,Tony,L'EIXAMPLE,RUSSAFA,39.46041,-0.37373,Private room,30,1,60,2022-09-08,0.76,1,312,28,
943191,SleepinginValencia CHILL OUT,6300090,Sleeping In Valencia,L'EIXAMPLE,RUSSAFA,39.46374,-0.37136,Entire home/apt,30,2,334,2020-02-28,2.89,2,2,0,VT-33766-V
949370,Apto junto ciudad las Artes playa,5147403,Juan Antonio,CAMINS AL GRAU,ALBORS,39.46618,-0.35174,Entire home/apt,89,2,0,,,1,0,0,
953223,Modern apartment in the city center,5174605,Irene,L'EIXAMPLE,RUSSAFA,39.46409,-0.37361,Entire home/apt,77,1,97,2021-07-10,0.85,1,0,0,
955937,design loft+wifi+sunny terrace,5194762,Sergio,CAMPANAR,SANT PAU,39.47578,-0.39926,Entire home/apt,199,2,152,2021-08-04,1.31,1,362,0,VT-38235-V
960147,your house in the center of valencia,4678441,Manuel,CIUTAT VELLA,EL CARME,39.47753,-0.37966,Entire home/apt,60,2,210,2022-09-13,1.87,1,257,38,VT-37416-V
962394,"A step away from all, 2 bdrms. 3-5 pers. Center. A",508042,Carmen,CIUTAT VELLA,EL PILAR,39.47567,-0.38217,Entire home/apt,98,2,25,2022-09-08,0.22,5,180,3,31812
964019,Penthouse POOL-WIFI Valencia,5254014,Sergio,POBLATS DEL NORD,MAHUELLA-TAULADELLA,39.55532,-0.32565,Entire home/apt,50,5,11,2022-09-09,0.11,1,44,4,
969359,"N1 Puerto,Playa,Ciudad Artes yCienc",5128253,Yulia,POBLATS MARITIMS,NATZARET,39.44833,-0.33492,Entire home/apt,68,2,235,2022-09-11,2.03,2,109,40,
970809,luxury apartment in the city center,5305009,Javier,CIUTAT VELLA,EL MERCAT,39.47376,-0.37578,Entire home/apt,90,3,43,2022-09-08,0.40,2,298,4,VT-37899-V
983548,Flat next to Train Station & Subway,1120386,Ignacio,EXTRAMURS,LA ROQUETA,39.46527,-0.3801,Entire home/apt,110,3,704,2022-09-15,6.07,1,346,85,VT-36327-V
993282,1 Bdr. APARTMENT CENTER VALENCIA,5456718,Carla,EXTRAMURS,LA ROQUETA,39.46614,-0.38086,Entire home/apt,95,3,88,2022-08-29,0.81,1,327,32,
995182,ART GALLERY APARTMENT IN THE CENTER,5318547,Serafin Y Maribel,CIUTAT VELLA,SANT FRANCESC,39.47062,-0.37194,Entire home/apt,200,3,246,2022-09-12,2.19,1,174,42,VT-36511-V
1040499,SUNNY APARTMENT IN RUZAFA-DOWNTOWN,5352316,Paco,L'EIXAMPLE,RUSSAFA,39.46252,-0.37633,Entire home/apt,124,4,46,2022-08-30,0.45,1,106,9,VT-34289-V
1043431,Ático con terrazas en el carmen,3269596,Victor,CIUTAT VELLA,EL MERCAT,39.47344,-0.37836,Entire home/apt,92,5,376,2022-09-03,3.33,2,254,38,VT-36806-V
1044279,MATRIMONIAL ROOM+BATH+WIFI+SUBWAY,5748418,María,L'OLIVERETA,NOU MOLES,39.4688,-0.39257,Private room,37,2,19,2021-12-06,0.17,1,304,2,
1048051,In the very center of Valencia,3859309,Cristina,CIUTAT VELLA,SANT FRANCESC,39.4699,-0.37228,Entire home/apt,62,2,284,2022-09-02,2.49,1,269,23,
1076302,Cozy charming apartment in Valencia,2016540,Cris,EXTRAMURS,LA PETXINA,39.47685,-0.39348,Entire home/apt,105,2,29,2022-08-28,0.26,1,339,3,
1076404,Centric cozy apartment,2869421,Miguel Ángel,EXTRAMURS,ARRANCAPINS,39.46676,-0.38376,Entire home/apt,109,2,211,2022-08-27,1.85,1,319,46,VT-42121-V
1103471,Apto. Benimaclet con Wifi,6060427,Mº José,BENIMACLET,BENIMACLET,39.48519,-0.36202,Entire home/apt,58,2,98,2022-09-12,0.86,1,283,21,VT-32844-V
1105407,Charming house in the center,6085420,Pepa,L'EIXAMPLE,RUSSAFA,39.46065,-0.37007,Entire home/apt,115,2,60,2022-07-10,0.76,1,40,9,VT-40709-V
1114098,"Sunny, Cute Apt Historic Centre 35e",1512611,Lula & Luna,CIUTAT VELLA,EL MERCAT,39.47355,-0.38043,Entire home/apt,108,3,29,2022-08-24,0.26,4,287,21,
1133635,Planta Baja en Unifamiliar  junto al mar,6218943,Jordi,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46959,-0.32917,Entire home/apt,65,2,65,2022-09-04,0.74,1,163,7,VT-39343-V
1145001,"Big apartment in Valencia, Spain",6278049,Lourdes,L'EIXAMPLE,RUSSAFA,39.46043,-0.37314,Entire home/apt,76,1,69,2022-09-01,0.70,1,318,10,
1147656,FAMILY-GOOD VIEWS-SW.POOL-FREE WIFI,6258307,Isabel,CAMPANAR,SANT PAU,39.49026,-0.40344,Entire home/apt,135,5,191,2022-09-02,1.71,1,180,23,VT-38032-v
1149802,4 Vive magnífico chalét Urbanización lujo Valencia,3523962,Carmen,POBLATS DEL NORD,MASSARROJOS,39.53253,-0.4283,Entire home/apt,145,28,1,2013-08-20,0.01,11,358,0,
1174149,FLAT VERY CLOSE TO CENTER,5701507,Inma,LA SAIDIA,MORVEDRE,39.48097,-0.37567,Entire home/apt,70,5,10,2017-01-04,0.10,1,340,0,
1178939,Habitación púrpura Mislata - Valencia,6450279,Ingrid,L'OLIVERETA,SOTERNES,39.47107,-0.41203,Private room,26,1,20,2022-09-11,4.32,2,359,20,
1191980,ROOM PERFECT AND BETTER COMFORT,6516174,Grego,L'EIXAMPLE,RUSSAFA,39.46085,-0.37638,Private room,50,5,255,2022-08-23,2.26,3,348,26,
1196931,"Apartment in downtown, Ruzafa.WIFI",6113411,"Belén, Antón Y Joan",L'EIXAMPLE,RUSSAFA,39.46156,-0.37626,Entire home/apt,43,30,112,2022-08-13,1.00,1,128,4,
1220708,BEST DEAL TO STAY IN VALENCIA WIFI!,3264741,Clara,LA SAIDIA,SANT ANTONI,39.49138,-0.37427,Entire home/apt,46,14,186,2022-08-24,1.68,1,36,10,
1239602,Penthouse in Perello the beach - Albufera,6756868,Barbara,POBLATS DEL SUD,EL PERELLONET,39.27434,-0.27503,Entire home/apt,81,2,54,2022-07-16,0.49,1,296,10,VT-35252-V
1245001,COSY BEDROOM CRISIS ADPATED&WIFI,2751768,Maryel,CIUTAT VELLA,LA SEU,39.47525,-0.37671,Private room,26,2,337,2020-03-12,3.02,3,137,0,
1263619,Open White Loft by CuldeSac,6879501,Mónica,CIUTAT VELLA,EL PILAR,39.47109,-0.38169,Entire home/apt,99,3,104,2022-09-04,0.93,1,94,24,
1284226,Valencia close to the town centre and Ruzafa,5412339,Oscar,JESUS,LA RAIOSA,39.45694,-0.38459,Entire home/apt,83,4,77,2022-07-30,0.70,1,101,3,
1308898,BUBBLE CARO FLAT- City Center- :D,7115413,Elena,CIUTAT VELLA,EL CARME,39.48005,-0.38036,Entire home/apt,77,2,320,2022-09-13,2.89,1,250,53,VT-36275-V
1315661,"Ruzafa: 2 bedrooms, 5 guests max + Yoga available",7147585,Erika,L'EIXAMPLE,RUSSAFA,39.46229,-0.37252,Entire home/apt,49,6,299,2020-07-19,2.69,1,3,0,
1329697,Penthouse in Valencia-Benimaclet,7214346,Maite,BENIMACLET,BENIMACLET,39.48435,-0.35948,Entire home/apt,86,2,215,2022-09-03,2.10,1,315,39,
1331704,Trendy apartment in down town. WiFi,5824416,F.,L'EIXAMPLE,RUSSAFA,39.46139,-0.37657,Entire home/apt,46,2,134,2022-08-11,1.21,1,31,24,VT-44536-V
1381562,"Céntrico, moderno y a buen precio",7481013,Jesus,CIUTAT VELLA,EL CARME,39.47938,-0.3816,Entire home/apt,97,2,258,2022-09-10,2.44,1,277,56,VT-45016-V
1391621,Pequeño Studio luminoso,7523691,Elena,EXTRAMURS,ARRANCAPINS,39.46842,-0.38674,Entire home/apt,42,5,47,2021-12-07,0.49,1,7,4,
1400077,Central flat with sunny terrace,727214,Meike,CIUTAT VELLA,EL CARME,39.47837,-0.37671,Entire home/apt,73,8,153,2022-08-20,1.41,1,2,12,VT-46600-V
1443990,Apartamento Botanico - Torres Quart,7753366,Jose,EXTRAMURS,EL BOTANIC,39.47932,-0.38506,Entire home/apt,86,3,452,2022-08-24,4.09,1,112,23,
